symbol,entry_time,exit_time,entry_price,exit_price,qty,pnl,exit_reason,hold_weeks,entry_rsi,backtest_days
FSLR,2025-03-10 04:00:00+00:00,2025-04-21 04:00:00+00:00,137.49,141.85,36,157.14,MeanRev,6.0,19.8,1095
FSLR,2025-04-28 04:00:00+00:00,2025-05-05 04:00:00+00:00,143.65,140.67,34,-101.15,MeanRev,1.0,22.6,1095
FSLR,2025-05-12 04:00:00+00:00,2025-05-19 04:00:00+00:00,149.24,158.36,33,301.12,MeanRev,1.0,35.0,1095
UAL,2023-09-18 04:00:00+00:00,2023-10-09 04:00:00+00:00,45.27,38.58,100,-668.6,SL,3.0,41.1,1095
UAL,2023-10-16 04:00:00+00:00,2023-10-23 04:00:00+00:00,39.05,33.75,100,-529.9,SL,1.0,19.0,1095
UAL,2023-10-30 04:00:00+00:00,2023-11-27 05:00:00+00:00,34.27,40.22,100,594.5,MeanRev,4.0,3.1,1095
UAL,2023-12-04 05:00:00+00:00,2023-12-11 05:00:00+00:00,40.11,43.58,100,347.0,MeanRev,1.0,31.0,1095
UAL,2024-08-05 04:00:00+00:00,2024-09-02 04:00:00+00:00,37.12,46.05,100,893.0,MeanRev,4.0,28.4,1095
UAL,2025-03-10 04:00:00+00:00,2025-03-31 04:00:00+00:00,80.17,57.31,62,-1417.13,SL,3.0,38.7,1095
UAL,2025-04-07 04:00:00+00:00,2025-05-05 04:00:00+00:00,54.59,77.27,91,2063.88,MeanRev,4.0,22.3,1095
UAL,2025-05-12 04:00:00+00:00,2025-05-26 04:00:00+00:00,82.83,79.48,60,-200.7,MeanRev,2.0,31.3,1095
UAL,2025-06-16 04:00:00+00:00,2025-06-23 04:00:00+00:00,75.24,79.16,66,258.72,MeanRev,1.0,43.8,1095
EBAY,2023-10-16 04:00:00+00:00,2023-10-23 04:00:00+00:00,42.25,38.15,100,-409.7,SL,1.0,44.4,1095
EBAY,2023-10-30 04:00:00+00:00,2023-11-20 05:00:00+00:00,38.43,41.45,100,302.0,MeanRev,3.0,26.1,1095
MS,2023-05-08 04:00:00+00:00,2023-06-05 04:00:00+00:00,85.41,86.2,58,45.82,MeanRev,4.0,35.7,1095
MS,2023-10-09 04:00:00+00:00,2023-10-23 04:00:00+00:00,79.69,72.26,62,-460.85,SL,2.0,43.4,1095
MS,2023-10-30 04:00:00+00:00,2023-11-13 05:00:00+00:00,70.12,80.31,71,723.49,MeanRev,2.0,16.8,1095
MS,2025-03-10 04:00:00+00:00,2025-03-31 04:00:00+00:00,116.25,99.35,43,-726.74,SL,3.0,38.8,1095
MS,2025-04-07 04:00:00+00:00,2025-04-28 04:00:00+00:00,96.72,120.5,51,1213.03,MeanRev,3.0,31.6,1095
C,2023-05-15 04:00:00+00:00,2023-06-05 04:00:00+00:00,45.69,48.3,100,261.0,MeanRev,3.0,40.0,1095
C,2023-08-21 04:00:00+00:00,2023-10-23 04:00:00+00:00,42.59,38.28,100,-430.9,SL,9.0,39.0,1095
C,2023-10-30 04:00:00+00:00,2023-11-06 05:00:00+00:00,38.55,42.11,100,356.0,MeanRev,1.0,23.6,1095
C,2024-08-05 04:00:00+00:00,2024-08-19 04:00:00+00:00,53.96,62.14,92,752.56,MeanRev,2.0,40.6,1095
C,2024-09-16 04:00:00+00:00,2024-09-23 04:00:00+00:00,58.16,61.88,85,315.78,MeanRev,1.0,42.0,1095
C,2025-04-07 04:00:00+00:00,2025-04-21 04:00:00+00:00,56.31,68.45,88,1068.32,MeanRev,2.0,36.3,1095
C,2025-04-28 04:00:00+00:00,2025-05-05 04:00:00+00:00,68.63,71.42,72,200.88,MeanRev,1.0,38.1,1095
SHOP,2023-08-14 04:00:00+00:00,2023-08-28 04:00:00+00:00,54.49,66.69,91,1110.65,MeanRev,2.0,40.5,1095
SHOP,2023-09-25 04:00:00+00:00,2023-10-30 04:00:00+00:00,52.8,61.53,94,820.62,MeanRev,5.0,39.4,1095
SHOP,2024-04-22 04:00:00+00:00,2024-04-29 04:00:00+00:00,70.09,74.45,71,309.56,MeanRev,1.0,35.0,1095
SHOP,2024-05-13 04:00:00+00:00,2024-06-10 04:00:00+00:00,58.98,67.67,84,729.96,MeanRev,4.0,28.1,1095
SHOP,2024-06-17 04:00:00+00:00,2024-06-24 04:00:00+00:00,67.22,66.08,74,-84.36,MeanRev,1.0,40.5,1095
SHOP,2024-07-01 04:00:00+00:00,2024-07-29 04:00:00+00:00,65.95,54.42,75,-864.53,SL,4.0,36.2,1095
SHOP,2024-08-05 04:00:00+00:00,2024-08-12 04:00:00+00:00,49.09,75.19,100,2609.25,TP,1.0,33.1,1095
SHOP,2025-03-10 04:00:00+00:00,2025-03-31 04:00:00+00:00,96.07,71.74,52,-1265.16,SL,3.0,39.4,1095
SHOP,2025-04-07 04:00:00+00:00,2025-04-21 04:00:00+00:00,70.4,97.16,71,1899.96,MeanRev,2.0,34.7,1095
SHOP,2025-05-12 04:00:00+00:00,2025-05-19 04:00:00+00:00,104.02,101.5,48,-121.2,MeanRev,1.0,38.8,1095
PINS,2023-05-01 04:00:00+00:00,2023-06-12 04:00:00+00:00,23.03,25.36,100,233.0,MeanRev,6.0,40.3,1095
PINS,2023-10-30 04:00:00+00:00,2023-11-06 05:00:00+00:00,24.71,31.06,100,634.5,MeanRev,1.0,36.3,1095
PINS,2024-04-15 04:00:00+00:00,2024-04-29 04:00:00+00:00,33.38,40.39,100,701.0,MeanRev,2.0,41.4,1095
PINS,2024-08-05 04:00:00+00:00,2024-09-23 04:00:00+00:00,27.11,32.49,100,538.0,MeanRev,7.0,41.6,1095
PINS,2024-09-30 04:00:00+00:00,2024-10-07 04:00:00+00:00,32.53,34.15,100,161.5,MeanRev,1.0,28.7,1095
PINS,2024-10-14 04:00:00+00:00,2024-11-04 05:00:00+00:00,34.2,29.81,100,-438.3,SL,3.0,32.5,1095
PINS,2025-04-07 04:00:00+00:00,2025-05-05 04:00:00+00:00,23.99,29.22,100,523.0,MeanRev,4.0,42.8,1095
PINS,2025-05-12 04:00:00+00:00,2025-05-19 04:00:00+00:00,32.23,30.87,100,-136.0,MeanRev,1.0,43.3,1095
PINS,2025-10-06 04:00:00+00:00,2025-10-20 04:00:00+00:00,32.16,33.98,100,181.5,MeanRev,2.0,37.9,1095
PINS,2025-11-03 05:00:00+00:00,2025-11-10 05:00:00+00:00,33.28,27.62,100,-565.8,SL,1.0,37.7,1095
UBER,2023-10-30 04:00:00+00:00,2023-11-06 05:00:00+00:00,42.22,51.58,100,935.5,MeanRev,1.0,35.1,1095
UBER,2024-05-20 04:00:00+00:00,2024-06-03 04:00:00+00:00,65.52,69.3,76,287.28,MeanRev,2.0,42.5,1095
UBER,2024-07-22 04:00:00+00:00,2024-07-29 04:00:00+00:00,67.66,58.51,73,-667.73,SL,1.0,35.8,1095
UBER,2024-08-05 04:00:00+00:00,2024-08-12 04:00:00+00:00,55.16,72.02,90,1516.95,MeanRev,1.0,33.3,1095
UBER,2024-12-09 05:00:00+00:00,2025-01-13 05:00:00+00:00,65.54,67.32,76,135.28,MeanRev,5.0,42.7,1095
UBER,2025-02-03 05:00:00+00:00,2025-02-10 05:00:00+00:00,65.29,79.42,76,1073.88,MeanRev,1.0,33.0,1095
UBER,2025-11-24 05:00:00+00:00,2025-12-01 05:00:00+00:00,84.19,91.32,59,420.38,MeanRev,1.0,39.2,1095
BURL,2023-05-01 04:00:00+00:00,2023-05-22 04:00:00+00:00,193.03,165.71,25,-682.98,SL,3.0,26.4,1095
BURL,2023-05-29 04:00:00+00:00,2023-07-10 04:00:00+00:00,159.82,167.22,31,229.4,MeanRev,6.0,5.3,1095
BURL,2023-07-17 04:00:00+00:00,2023-07-24 04:00:00+00:00,168.34,177.56,29,267.38,MeanRev,1.0,33.6,1095
BURL,2023-08-28 04:00:00+00:00,2023-09-25 04:00:00+00:00,155.19,130.57,32,-787.84,SL,4.0,43.4,1095
BURL,2023-10-02 04:00:00+00:00,2023-11-13 05:00:00+00:00,133.56,136.01,37,90.65,MeanRev,6.0,39.1,1095
BURL,2023-11-20 05:00:00+00:00,2023-11-27 05:00:00+00:00,135.05,174.1,37,1444.85,MeanRev,1.0,38.3,1095
BURL,2024-04-22 04:00:00+00:00,2024-05-20 04:00:00+00:00,179.05,200.18,27,570.51,MeanRev,4.0,43.5,1095
BURL,2025-02-17 05:00:00+00:00,2025-04-21 04:00:00+00:00,244.81,213.24,20,-631.34,SL,8.9,41.1,1095
BURL,2025-04-28 04:00:00+00:00,2025-05-05 04:00:00+00:00,225.02,239.46,22,317.68,MeanRev,1.0,25.0,1095
BURL,2025-05-12 04:00:00+00:00,2025-06-02 04:00:00+00:00,251.26,246.22,19,-95.85,MeanRev,3.0,34.4,1095
ZS,2023-05-01 04:00:00+00:00,2023-05-08 04:00:00+00:00,89.27,114.31,56,1402.24,MeanRev,1.0,34.9,1095
ZS,2024-03-25 04:00:00+00:00,2024-06-03 04:00:00+00:00,193.96,181.08,25,-322.0,MeanRev,10.0,38.8,1095
ZS,2024-06-10 04:00:00+00:00,2024-06-24 04:00:00+00:00,181.37,192.15,27,291.06,MeanRev,2.0,28.0,1095
IBM,2023-05-01 04:00:00+00:00,2023-05-15 04:00:00+00:00,126.45,127.26,39,31.59,MeanRev,2.0,29.4,1095
IBM,2024-05-06 04:00:00+00:00,2024-06-17 04:00:00+00:00,166.5,172.28,30,173.4,MeanRev,6.0,26.3,1095
IBM,2025-08-25 04:00:00+00:00,2025-09-08 04:00:00+00:00,242.0,253.44,20,228.9,MeanRev,2.0,37.6,1095
AAL,2023-05-01 04:00:00+00:00,2023-05-15 04:00:00+00:00,13.61,14.82,100,121.5,MeanRev,2.0,35.7,1095
AAL,2023-09-11 04:00:00+00:00,2023-10-09 04:00:00+00:00,14.04,12.06,100,-198.4,SL,4.0,44.6,1095
AAL,2023-10-16 04:00:00+00:00,2023-11-27 05:00:00+00:00,11.82,13.04,100,121.5,MeanRev,6.0,1.5,1095
AAL,2024-06-03 04:00:00+00:00,2024-09-02 04:00:00+00:00,11.65,10.82,100,-83.5,MeanRev,13.0,33.7,1095
AAL,2024-09-09 04:00:00+00:00,2024-09-16 04:00:00+00:00,10.89,11.0,100,11.0,MeanRev,1.0,40.0,1095
AAL,2025-03-10 04:00:00+00:00,2025-03-31 04:00:00+00:00,12.73,9.71,100,-301.5,SL,3.0,43.5,1095
AAL,2025-04-07 04:00:00+00:00,2025-05-12 04:00:00+00:00,9.01,11.87,100,286.5,MeanRev,5.0,17.6,1095
AAL,2025-05-19 04:00:00+00:00,2025-05-26 04:00:00+00:00,11.66,11.41,100,-25.5,MeanRev,1.0,27.0,1095
AAL,2025-06-02 04:00:00+00:00,2025-06-23 04:00:00+00:00,11.33,11.28,100,-5.0,MeanRev,3.0,31.8,1095
EQT,2023-11-13 05:00:00+00:00,2024-02-12 05:00:00+00:00,39.59,32.65,100,-694.3,SL,13.0,44.8,1095
EQT,2024-02-19 05:00:00+00:00,2024-02-26 05:00:00+00:00,34.58,37.02,100,244.5,MeanRev,1.0,33.6,1095
EQT,2024-03-18 04:00:00+00:00,2024-03-25 04:00:00+00:00,33.73,37.07,100,334.0,MeanRev,1.0,37.7,1095
EQT,2024-07-29 04:00:00+00:00,2024-08-05 04:00:00+00:00,34.4,30.08,100,-431.9,SL,1.0,43.7,1095
EQT,2024-08-12 04:00:00+00:00,2024-09-16 04:00:00+00:00,31.37,34.83,100,346.0,MeanRev,5.0,23.5,1095
EQT,2025-09-08 04:00:00+00:00,2025-09-22 04:00:00+00:00,52.27,54.1,95,173.85,MeanRev,2.0,43.2,1095
MPWR,2023-05-15 04:00:00+00:00,2023-05-22 04:00:00+00:00,399.48,520.76,12,1455.36,MeanRev,1.0,38.5,1095
MPWR,2023-09-18 04:00:00+00:00,2023-10-30 04:00:00+00:00,459.46,493.11,10,336.5,MeanRev,6.0,44.8,1095
MPWR,2024-11-18 05:00:00+00:00,2025-01-20 05:00:00+00:00,570.11,677.8,8,861.48,MeanRev,9.0,34.4,1095
MPWR,2025-01-27 05:00:00+00:00,2025-02-03 05:00:00+00:00,648.37,720.58,7,505.51,MeanRev,1.0,29.0,1095
MPWR,2025-04-07 04:00:00+00:00,2025-04-21 04:00:00+00:00,457.86,583.66,10,1258.0,MeanRev,2.0,36.6,1095
MDB,2023-09-25 04:00:00+00:00,2023-11-06 05:00:00+00:00,332.29,377.03,15,671.1,MeanRev,6.0,40.6,1095
MDB,2024-03-11 04:00:00+00:00,2024-04-22 04:00:00+00:00,379.88,384.04,13,54.15,MeanRev,6.0,43.8,1095
MDB,2024-05-13 04:00:00+00:00,2024-05-27 04:00:00+00:00,355.29,291.22,14,-896.87,SL,2.0,37.9,1095
MDB,2024-06-03 04:00:00+00:00,2024-08-26 04:00:00+00:00,241.97,290.93,20,979.3,MeanRev,12.0,21.5,1095
MDB,2024-12-23 05:00:00+00:00,2025-01-27 05:00:00+00:00,242.12,273.52,20,628.0,MeanRev,5.0,42.3,1095
MDB,2025-03-10 04:00:00+00:00,2025-05-12 04:00:00+00:00,182.28,191.4,27,246.38,MeanRev,9.0,26.0,1095
MDB,2025-05-19 04:00:00+00:00,2025-05-26 04:00:00+00:00,187.95,188.72,26,20.02,MeanRev,1.0,29.1,1095
MDB,2025-06-02 04:00:00+00:00,2025-06-09 04:00:00+00:00,190.34,205.66,26,398.32,MeanRev,1.0,27.5,1095
AMAT,2023-10-23 04:00:00+00:00,2023-10-30 04:00:00+00:00,133.01,139.74,37,249.01,MeanRev,1.0,44.7,1095
AMAT,2024-08-05 04:00:00+00:00,2024-09-23 04:00:00+00:00,174.62,204.92,28,848.4,MeanRev,7.0,40.8,1095
AMAT,2024-10-21 04:00:00+00:00,2025-01-13 05:00:00+00:00,186.25,192.0,26,149.24,MeanRev,12.0,33.8,1095
AMAT,2025-02-17 05:00:00+00:00,2025-03-10 04:00:00+00:00,171.59,145.57,29,-754.32,SL,2.9,37.6,1095
AMAT,2025-03-17 04:00:00+00:00,2025-03-31 04:00:00+00:00,153.39,124.29,32,-931.1,SL,2.0,39.1,1095
AMAT,2025-04-07 04:00:00+00:00,2025-04-21 04:00:00+00:00,124.91,151.49,40,1063.4,MeanRev,2.0,29.1,1095
AMAT,2025-04-28 04:00:00+00:00,2025-05-05 04:00:00+00:00,150.8,155.59,33,158.07,MeanRev,1.0,31.6,1095
HLT,2025-03-17 04:00:00+00:00,2025-04-07 04:00:00+00:00,228.52,199.9,21,-601.0,SL,3.0,35.3,1095
HLT,2025-04-14 04:00:00+00:00,2025-04-28 04:00:00+00:00,212.21,241.02,23,662.63,MeanRev,2.0,34.5,1095
SCHW,2023-05-01 04:00:00+00:00,2023-05-29 04:00:00+00:00,52.33,54.36,95,193.33,MeanRev,4.0,22.9,1095
SCHW,2023-06-05 04:00:00+00:00,2023-06-26 04:00:00+00:00,54.42,56.66,91,203.84,MeanRev,3.0,21.5,1095
SCHW,2023-10-09 04:00:00+00:00,2023-10-30 04:00:00+00:00,50.97,55.82,98,475.3,MeanRev,3.0,41.3,1095
SCHW,2023-11-13 05:00:00+00:00,2023-11-20 05:00:00+00:00,53.96,56.43,92,227.24,MeanRev,1.0,30.3,1095
SCHW,2024-07-22 04:00:00+00:00,2024-09-16 04:00:00+00:00,62.98,65.37,79,188.81,MeanRev,8.0,38.3,1095
SCHW,2024-09-23 04:00:00+00:00,2024-10-07 04:00:00+00:00,65.77,67.66,76,143.64,MeanRev,2.0,39.1,1095
SCHW,2025-04-07 04:00:00+00:00,2025-04-21 04:00:00+00:00,67.04,79.92,74,953.12,MeanRev,2.0,41.7,1095
T,2023-05-01 04:00:00+00:00,2023-05-22 04:00:00+00:00,17.7,15.96,100,-173.6,SL,3.0,39.4,1095
T,2023-05-29 04:00:00+00:00,2023-07-17 04:00:00+00:00,15.49,13.62,100,-186.5,SL,7.0,23.8,1095
T,2023-07-24 04:00:00+00:00,2023-09-11 04:00:00+00:00,14.79,15.23,100,43.5,MeanRev,7.0,19.2,1095
CME,2024-01-15 05:00:00+00:00,2024-01-22 05:00:00+00:00,197.37,206.77,25,235.0,MeanRev,1.0,40.3,1095
CME,2024-06-10 04:00:00+00:00,2024-07-22 04:00:00+00:00,198.4,200.54,25,53.5,MeanRev,6.0,30.8,1095
APO,2023-05-08 04:00:00+00:00,2023-05-15 04:00:00+00:00,61.31,63.87,81,207.36,MeanRev,1.0,38.0,1095
APO,2024-08-05 04:00:00+00:00,2024-08-26 04:00:00+00:00,97.43,115.76,51,934.83,MeanRev,3.0,39.7,1095
APO,2024-09-09 04:00:00+00:00,2024-09-16 04:00:00+00:00,106.08,124.56,47,868.56,MeanRev,1.0,42.1,1095
APO,2025-02-24 05:00:00+00:00,2025-03-03 05:00:00+00:00,151.34,128.66,33,-748.31,SL,1.0,41.3,1095
APO,2025-03-10 04:00:00+00:00,2025-05-12 04:00:00+00:00,127.7,143.83,39,629.07,MeanRev,9.0,23.8,1095
APO,2025-05-26 04:00:00+00:00,2025-06-16 04:00:00+00:00,132.56,134.53,37,72.89,MeanRev,3.0,37.7,1095
APO,2025-10-06 04:00:00+00:00,2025-11-03 05:00:00+00:00,127.34,132.36,39,195.59,MeanRev,4.0,38.3,1095
ETN,2023-10-30 04:00:00+00:00,2023-11-06 05:00:00+00:00,197.94,221.85,25,597.75,MeanRev,1.0,43.1,1095
ETN,2024-08-05 04:00:00+00:00,2024-08-26 04:00:00+00:00,258.47,306.97,19,921.5,MeanRev,3.0,32.8,1095
ETN,2024-09-09 04:00:00+00:00,2024-09-16 04:00:00+00:00,288.98,330.63,17,708.05,MeanRev,1.0,33.4,1095
ETN,2025-02-10 05:00:00+00:00,2025-03-03 05:00:00+00:00,314.35,269.25,15,-676.37,SL,3.0,44.3,1095
ETN,2025-03-10 04:00:00+00:00,2025-04-21 04:00:00+00:00,279.07,288.9,17,167.11,MeanRev,6.0,22.0,1095
ETN,2025-04-28 04:00:00+00:00,2025-05-05 04:00:00+00:00,290.42,309.91,17,331.42,MeanRev,1.0,37.3,1095
RBLX,2023-06-26 04:00:00+00:00,2023-07-03 04:00:00+00:00,37.61,41.16,100,354.5,MeanRev,1.0,39.7,1095
RBLX,2023-08-14 04:00:00+00:00,2023-10-02 04:00:00+00:00,29.47,30.47,100,100.0,MeanRev,7.0,41.9,1095
RBLX,2023-10-09 04:00:00+00:00,2023-10-16 04:00:00+00:00,29.66,31.75,100,209.0,MeanRev,1.0,33.5,1095
RBLX,2023-10-23 04:00:00+00:00,2023-10-30 04:00:00+00:00,31.32,34.89,100,357.0,MeanRev,1.0,30.2,1095
RBLX,2024-03-25 04:00:00+00:00,2024-04-29 04:00:00+00:00,37.12,39.24,100,212.0,MeanRev,5.0,35.0,1095
RBLX,2024-05-13 04:00:00+00:00,2024-06-03 04:00:00+00:00,31.59,35.62,100,403.0,MeanRev,3.0,33.2,1095
RBLX,2024-06-10 04:00:00+00:00,2024-06-17 04:00:00+00:00,35.38,36.17,100,79.0,MeanRev,1.0,38.7,1095
RBLX,2025-04-07 04:00:00+00:00,2025-04-14 04:00:00+00:00,50.33,59.71,99,928.62,MeanRev,1.0,42.2,1095
BLK,2023-05-08 04:00:00+00:00,2023-05-22 04:00:00+00:00,643.77,671.89,7,196.84,MeanRev,2.0,29.3,1095
BLK,2023-10-02 04:00:00+00:00,2023-10-30 04:00:00+00:00,644.78,658.33,7,94.85,MeanRev,4.0,43.7,1095
BLK,2024-04-22 04:00:00+00:00,2024-05-06 04:00:00+00:00,757.47,797.21,6,238.44,MeanRev,2.0,38.8,1095
BLK,2025-03-10 04:00:00+00:00,2025-03-31 04:00:00+00:00,920.98,814.73,5,-531.25,SL,3.0,40.9,1095
BLK,2025-04-07 04:00:00+00:00,2025-04-28 04:00:00+00:00,789.25,929.09,6,839.04,MeanRev,3.0,28.5,1095
PM,2023-05-22 04:00:00+00:00,2023-06-12 04:00:00+00:00,93.19,94.86,53,88.51,MeanRev,3.0,35.7,1095
PM,2023-10-30 04:00:00+00:00,2023-11-13 05:00:00+00:00,88.32,92.03,56,207.76,MeanRev,2.0,27.4,1095
PM,2025-09-08 04:00:00+00:00,2025-11-24 05:00:00+00:00,160.83,157.47,31,-104.16,MeanRev,11.0,33.6,1095
DE,2023-05-01 04:00:00+00:00,2023-06-05 04:00:00+00:00,379.92,379.02,13,-11.7,MeanRev,5.0,42.5,1095
DE,2023-10-02 04:00:00+00:00,2023-11-13 05:00:00+00:00,377.74,384.2,13,83.91,MeanRev,6.0,43.1,1095
DE,2023-11-27 05:00:00+00:00,2023-12-11 05:00:00+00:00,368.88,385.98,13,222.37,MeanRev,2.0,42.5,1095
DE,2024-02-19 05:00:00+00:00,2024-03-11 04:00:00+00:00,359.35,383.28,13,311.09,MeanRev,2.9,44.8,1095
DE,2024-07-08 04:00:00+00:00,2024-07-15 04:00:00+00:00,361.05,378.16,13,222.43,MeanRev,1.0,26.4,1095
DE,2024-08-05 04:00:00+00:00,2024-08-12 04:00:00+00:00,346.1,377.86,14,444.64,MeanRev,1.0,36.0,1095
DE,2025-09-08 04:00:00+00:00,2025-10-20 04:00:00+00:00,474.14,472.9,10,-12.4,MeanRev,6.0,40.1,1095
DE,2025-11-03 05:00:00+00:00,2025-11-10 05:00:00+00:00,458.88,476.04,10,171.6,MeanRev,1.0,30.2,1095
MCHP,2023-05-15 04:00:00+00:00,2023-05-22 04:00:00+00:00,73.87,78.31,67,297.48,MeanRev,1.0,32.9,1095
MCHP,2023-09-25 04:00:00+00:00,2023-11-06 05:00:00+00:00,76.52,77.6,65,70.2,MeanRev,6.0,40.1,1095
MCHP,2024-04-22 04:00:00+00:00,2024-04-29 04:00:00+00:00,82.39,91.38,60,539.7,MeanRev,1.0,44.2,1095
MCHP,2024-08-05 04:00:00+00:00,2024-09-23 04:00:00+00:00,75.25,80.57,66,351.45,MeanRev,7.0,23.7,1095
MCHP,2024-09-30 04:00:00+00:00,2024-11-11 05:00:00+00:00,79.61,65.93,62,-847.79,SL,6.0,36.5,1095
MCHP,2024-11-18 05:00:00+00:00,2025-02-03 05:00:00+00:00,63.1,52.56,79,-832.34,SL,11.0,33.5,1095
MCHP,2025-02-10 05:00:00+00:00,2025-02-17 05:00:00+00:00,52.37,61.08,95,826.98,MeanRev,1.0,25.0,1095
MCHP,2025-03-03 05:00:00+00:00,2025-03-10 04:00:00+00:00,62.35,53.09,80,-741.44,SL,0.9,40.5,1095
MCHP,2025-03-17 04:00:00+00:00,2025-03-31 04:00:00+00:00,53.65,42.65,93,-1022.53,SL,2.0,42.4,1095
MCHP,2025-04-07 04:00:00+00:00,2025-04-28 04:00:00+00:00,35.48,47.96,100,1248.5,MeanRev,3.0,26.8,1095
MCHP,2025-05-05 04:00:00+00:00,2025-05-12 04:00:00+00:00,47.2,61.21,100,1401.0,MeanRev,1.0,41.9,1095
MCHP,2025-10-13 04:00:00+00:00,2025-11-17 05:00:00+00:00,63.14,52.05,79,-876.43,SL,5.0,33.0,1095
